vDMPrep,dbo,0,0,2017-10-27 14:36:34.140,2017-10-27 14:36:34.140
vTimeSeries,dbo,0,0,2017-10-27 14:36:34.147,2017-10-27 14:36:34.147
vTargetMail,dbo,0,0,2017-10-27 14:36:34.150,2017-10-27 14:36:34.150
vAssocSeqOrders,dbo,0,0,2017-10-27 14:36:34.157,2017-10-27 14:36:34.157
vAssocSeqLineItems,dbo,0,0,2017-10-27 14:36:34.160,2017-10-27 14:36:34.160
